"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm"
"136","MA-7-2021","MA-7-2021","MA-7-21","MA-7","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.752,43.2,NA,4.8,NA,12.5,NA,6.6,29,"F",0.336,"2-F4",6,0.499,NA,NA,NA,NA,5.65,NA,NA,1.378,"1-H8","N","Y","5","Y","Y",0.15,0.6,0.6,0.5,0.7,0.6,0.6,0.5,0.7,"",0,"10/6/21",123.1,"10/11/21",27.8,"0.7742","0.2258",NA,"10/12/21",2,0.2709,955.4635,23.6048,5.330734687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",432,48,125,290,1752,-0.243412177614938
"138","MA-9-2021","MA-9-2021","MA-9-21","MA-9","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.874,45.2,NA,3.8,NA,12.3,NA,7.2,30.4,"F",0.356,"3-A4",10,1.2,NA,NA,NA,NA,5.95,NA,NA,1.474,"2-A4","N","Y","5","Y","Y",0.202,0.5,0.8,0.4,1,0.5,1.1,0.5,1.3,"",0,"10/6/21",109.4,"10/11/21",25.7,"0.7651","0.2349",NA,"10/12/21",2,0.3686,955.4635,23.264,5.465126143,4,0.3181,923.3249,21.2536,4.992847532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",452,38,123,304,1874,0.25817042369389
"139","MA-10-2021","MA-10-2021","MA-10-21","MA-10","2021-07-18",NA,"Mahlo","7/24/21",61.73588,-145.7294181,1.686,43.3,NA,3.7,NA,11.3,NA,6.8,28.2,"F",0.33,"3-A8",10,1.1884,NA,NA,NA,NA,6.05,NA,NA,1.292,"2-A8","N","Y","5","Y","Y",0.148,0.5,1,0.5,0.8,0.4,0.6,0.5,0.7,"",0,"10/6/21",83.1,"10/11/21",20.9,"0.7485","0.2515",NA,"10/12/21",4,0.3308,955.4635,23.6591,5.950363297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",433,37,113,282,1686,-0.669807067737683
"141","MA-12-2021","MA-12-2021","MA-12-21","MA-12","2021-08-10",NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.932,40.2,NA,3.2,NA,9.5,NA,4.3,22.4,"F",NA,"4-D4",8,0.4546,NA,NA,NA,NA,4.6,NA,NA,0.856,"2-G4","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.5,0.8,0.5,"Partial Spawned",1,"10/6/21",73,"10/11/21",13.3,"0.8178","0.1822",NA,"10/12/21",4,0.236,955.8343,20.4226,3.720829863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",402,32,95,224,932,-2.55157477028174
"142","MA-13-2021","MA-13-2021","MA-13-21","MA-13","2021-08-10",NA,"Mahlo","9/4/21",61.73588,-145.7294181,0.712,36,NA,3.1,NA,9.2,NA,4.1,20.8,"F",NA,"4-A1",10,0.5562,NA,NA,NA,NA,3.7,NA,NA,0.606,"2-E1","N","Y","6","Y","N",NA,0.4,0.4,0.3,0.4,0.4,0.4,0.8,0.4,"",0,"10/6/21",59.3,"10/11/21",13,"0.7808","0.2192",NA,"10/12/21",2,0.2429,923.3249,17.2273,3.776642496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",360,31,92,208,712,-3.60642289511936
"143","MA-14-2021","MA-14-2021","MA-14-21","MA-14","2021-08-10",NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.906,39.5,NA,3.8,NA,9.8,NA,4.3,22,"F",0,"4-C4",8,0.6293,NA,NA,NA,NA,3.8,NA,NA,0.848,"2-F8","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.6,"Spawned out",2,"10/6/21",104.3,"10/11/21",18.2,"0.8255","0.1745",NA,"10/12/21",4,0.2355,955.8343,19.0294,3.320566443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",395,38,98,220,906,-2.6512432223407
"144","MA-15-2021","MA-15-2021","MA-15-21","MA-15","2021-08-10",NA,"Mahlo","9/4/21",61.73588,-145.7294181,0.854,37.8,NA,3.4,NA,9.1,NA,4,21.6,"F",NA,"4-A5",5,0.4766,NA,NA,NA,NA,4.55,NA,NA,0.796,"2-E5","N","Y","5","Y","N",NA,0.4,0.5,0.8,0.4,0.9,0.6,0.4,0.5,"",0,"10/7/21",47.2,"10/10/21",10.5,"0.7775","0.2225",NA,"10/12/21",2,0.1814,923.3249,16.9026,3.760112288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",378,34,91,216,854,-3.20010862328549
"145","MA-16-2021","MA-16-2021","MA-16-21","MA-16","2021-08-10",NA,"Mahlo","9/5/21",61.73588,-145.7294181,0.992,40.1,NA,4.6,NA,10,NA,4.2,23.1,"F",0,"4-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936,"2-G3","N","Y","5","Y","N",NA,0.4,0.8,0.4,0.4,0.5,0.5,1,0.5,"spawned out",2,"10/7/21",72.7,"10/10/21",14.3,"0.8033","0.1967",NA,"10/12/21",4,0.2551,955.8343,19.8412,3.902739477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2021,"KlutinaLake",401,46,100,231,992,-2.33082411465414
"150","SA-1-2021","SA-1-2021","SA-1-21","SA-1","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,2.122,46.2,NA,4.4,NA,13.6,NA,6.9,31.7,"F",0.408,"2-F8",10,0.8256,NA,NA,NA,NA,6.2,NA,NA,1.624,"1-H12","N","Y","5","Y","Y",0.2,0.5,0.9,0.5,0.5,0.6,0.7,0.7,0.9,"",0,"10/6/21",72.7,"10/11/21",17.1,"0.7648","0.2352",NA,"10/12/21",4,0.3008,923.3249,23.5817,5.546727235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",462,44,136,317,2122,0.978466662793701
"152","SA-3-2021","SA-3-2021","SA-3-21","SA-3","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.96,45.8,NA,5.6,NA,12.7,NA,6.3,30.2,"F",0.382,"2-F5",7,0.8175,NA,NA,NA,NA,5.6,NA,NA,1.538,"1-H9","N","Y","5","Y","Y",0.176,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.7,"",0,"10/6/21",115.6,"10/11/21",28.6,"0.7526","0.2474",NA,"10/12/21",4,0.3771,923.3249,22.171,5.485212803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",458,56,127,302,1960,0.443983181974588
"153","SA-4-2021","SA-4-2021","SA-4-21","SA-4","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.722,44.2,NA,4.5,NA,12.8,NA,6.6,29.8,"F",0.338,"2-F6",7,0.9003,NA,NA,NA,NA,5.8,NA,NA,1.34,"1-H10","N","Y","5","Y","Y",0.056,0.6,0.6,0.8,0.7,0.6,0.7,0.6,1,"",0,"10/6/21",144.6,"10/11/21",33.9,"0.7656","0.2344",NA,"10/12/21",2,0.3161,955.8343,24.4966,5.742978838,4,0.337,923.3249,23.4965,5.50851556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",442,45,128,298,1722,0.131127593049748
"156","SA-7-2021","SA-7-2021","SA-7-21","SA-7","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.782,44.8,NA,3.8,NA,12.4,NA,6.2,30.1,"F",0.346,"3-A3",10,1.2252,NA,NA,NA,NA,5.8,NA,NA,1.382,"2-A3","N","Y","5","Y","Y",0.126,0.4,0.6,0.4,0.4,0.4,0.5,0.6,1,"",0,"10/6/21",93.7,"10/11/21",21.9,"0.7663","0.2337",NA,"10/13/21",4,0.3286,955.8343,21.604,5.049387407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",448,38,124,301,1782,0.171322232856343
"157","SA-8-2021","SA-8-2021","SA-8-21","SA-8","2021-07-18",NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.89,46.2,NA,4,NA,13.1,NA,5.9,30.6,"F",0.352,"3-A2",10,0.996,NA,NA,NA,NA,6,NA,NA,1.554,"2-A2","N","Y","5","Y","Y",0.036,0.8,0.5,0.4,0.4,0.4,0.6,0.5,0.7,"",0,"10/6/21",78.2,"10/11/21",18.6,"0.7621","0.2379",NA,"10/13/21",2,0.36,923.3249,21.2416,5.052349872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",462,40,131,306,1890,0.681878430984031
"160","SA-11-2021","SA-11-2021","SA-11-21","SA-11","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,0.978,39.5,NA,3.3,NA,9.5,NA,4.5,32.4,"F",0,"4-A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,"2-E3","N","Y","5","Y","N",NA,0.4,0.4,0.5,0.4,0.5,0.4,0.7,0.9,"spawned out completely",2,"10/7/21",58.2,"10/10/21",12.9,"0.7784","0.2216",NA,"10/13/21",4,0.2698,955.8343,20.0721,4.448970619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",395,33,95,324,978,-1.21951078099273
"161","SA-12-2021","SA-12-2021","SA-12-21","SA-12","2021-08-10",NA,"St Anne","9/4/21",61.73953006,-145.9685194,0.928,39.6,NA,3.4,NA,9.8,NA,4,22.5,"F",NA,"4-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876,"2-E4","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/11/21",43.8,"10/14/21",9.7,"0.7785","0.2215",NA,"10/14/21",4,0.2145,923.3249,15.2788,3.383661187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",396,34,98,225,928,-2.56085152879485
"162","SA-13-2021","SA-13-2021","SA-13-21","SA-13","2021-08-10",NA,"St Anne","9/5/21",61.73953006,-145.9685194,0.982,40.6,NA,3.9,NA,9.7,NA,4.6,22.3,"F",0,"4-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,"2-F7","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,"spawned out",2,"10/7/21",78.9,"10/10/21",18.8,"0.7617","0.2383",NA,"10/13/21",2,0.32,923.3249,18.0336,4.296979468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",406,39,97,223,982,-2.44104728441444
"163","SA-14-2021","SA-14-2021","SA-14-21","SA-14","2021-08-10",NA,"St Anne","9/3/21",61.73953006,-145.9685194,1.218,43.5,NA,5,NA,10.5,NA,4.8,24.1,"F",0,"3-D2",5,0.89,NA,NA,NA,NA,6.95,NA,NA,1.132,"2-C2","N","Y","5","Y","N",NA,0.6,0.7,0.5,0.8,0.4,0.5,0.9,0.7,"spawned out",2,"10/7/21",66.3,"10/10/21",15.6,"0.7647","0.2353",NA,"10/13/21",4,0.3028,955.8343,16.8897,3.974047059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",435,50,105,241,1218,-1.44967237149162
"164","SA-15-2021","SA-15-2021","SA-15-21","SA-15","2021-08-10",NA,"St Anne","9/5/21",61.73953006,-145.9685194,1.166,42,NA,4.3,NA,10,NA,5.1,23.8,"F",NA,"4-B7",10,0.7787,NA,NA,NA,NA,4.9,NA,NA,1.026,"2-F3","N","Y","5","Y","N",NA,0.4,0.8,0.8,0.6,0.5,0.4,0.8,0.5,"Partial Spawned",1,"10/11/21",107.9,"10/15/21",20.5,"0.81","0.19",NA,"10/15/21",4,0.3435,923.3249,19.1818,3.644364226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2021,"KlutinaLake",420,43,100,238,1166,-1.89414426529547
"171","LL-2-2021","LL-2-2021","LL-2-21","LL-L-2","2021-08-22",NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.454,42.8,NA,3.3,NA,10,NA,6.5,25.6,"F",0.112,"4-A7",9,0.38,NA,NA,NA,NA,3.4,NA,NA,1.308,"2-E7","N","Y","5","Y","Y",0.052,0.8,0.9,0.7,0.8,0.7,0.9,0.8,0.8,"",0,"10/11/21",80.6,"10/15/21",25.3,"0.6861","0.3139",NA,"10/15/21",4,0.4327,923.3249,24.2873,7.623681017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",428,33,100,256,1454,-1.4912012989318
"174","LL-5-2021","LL-5-2021","LL-5-21","LL-L-5","2021-08-22",NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.618,44,NA,3.8,NA,10.3,NA,6.4,26.3,"F",0.16,"4-B5",10,0.4436,NA,NA,NA,NA,3.4,NA,NA,1.41,"2-F1","N","Y","5","Y","Y",0.08,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.8,"",0,"10/11/21",69.3,"10/15/21",20.2,"0.7085","0.2915",NA,"10/15/21",2,0.3738,955.8343,23.8339,6.947255123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",440,38,103,263,1618,-1.09597343217697
"175","LL-6-2021","LL-6-2021","LL-6-21","LL-L-6","2021-08-26",NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.606,43,NA,3.5,NA,10.8,NA,6.3,27.3,"F",0.144,"4-B1",10,0.5408,NA,NA,NA,NA,3.6,NA,NA,1.402,"2-E9","N","Y","5","Y","Y",0.066,0.9,1.3,1,0.8,0.6,1,0.6,1.6,"",0,"10/11/21",98.7,"10/15/21",29.8,"0.6981","0.3019",NA,"10/15/21",4,0.3255,923.3249,22.8076,6.886185208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",430,35,108,273,1606,-0.990150385000677
"176","LL-7-2021","LL-7-2021","LL-7-21","LL-L-7","2021-08-26",NA,"Long Lake","9/5/21",61.37920879,-143.30713,1.886,47.2,NA,5,NA,11.2,NA,6.3,27.3,"F",0.152,"4-D6",6,0.692,NA,NA,NA,NA,4.59,NA,NA,1.682,"2-G6","N","Y","5","Y","Y",0.082,1.7,1.4,1.5,1,1.2,0.9,1.4,1.4,"",0,"10/15/21",81.3,"10/19/21",22.3,"0.7257","0.2743",NA,"10/19/21",4,0.3398,923.3249,23.6049,6.474652768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",472,50,112,273,1886,-0.140869549821876
"178","LL-9-2021","LL-9-2021","LL-9-21","LL-L-9","2021-08-26",NA,"Long Lake","9/5/21",61.37920879,-143.30713,1.378,41.5,NA,4.2,NA,10.5,NA,6,26,"F",0.1,"4-C1",5,0.2126,NA,NA,NA,NA,3.7,NA,NA,1.23,"2-F5","N","Y","5","Y","Y",0.048,1.2,1.8,1,1.2,0.9,1,0.8,1.1,"",0,"10/15/21",101.8,"10/19/21",28.1,"0.724","0.276",NA,"10/19/21",2,0.3169,955.8343,24.8353,6.855323477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",415,42,105,260,1378,-1.52556627611905
"183","LL-14-2021","LL-14-2021","LL-14-21","LL-L-14","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.348,NA,40.7,NA,4.8,NA,10.6,NA,26.2,"F",0.052,"4-E7",10,0.7305,NA,NA,NA,NA,5.3,NA,NA,1.246,"2-H3","N","Y",NA,"Y","Y",NA,0.4,0.5,0.4,0.5,0.4,0.4,5,0.4,"Eggs with worms",3,"10/15/21",159.1,"10/20/21",30.9,"0.8058","0.1942",NA,"10/20/21",4,0.2792,923.3249,20.4174,3.965415839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",426.333051861391,NA,107.2934902848,262,1348,-1.23414807826232
"184","LL-15-2021","LL-15-2021","LL-15-21","LL-L-15","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.48,NA,41.5,NA,4.3,NA,11.9,NA,28,"F",0.208,"4-F2",10,0.8253,NA,NA,NA,NA,5,NA,NA,1.23,"2-H6","N","Y",NA,"Y","Y",NA,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,"probably prespawn, eggs loose",0,"10/15/21",146.3,"10/20/21",30.8,"0.7895","0.2105",NA,"10/20/21",2,0.3392,955.8343,21.655,4.558947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",433.634654617517,NA,114.045559869934,280,1480,-0.659189677427571
"185","LL-16-2021","LL-16-2021","LL-16-21","LL-L-16","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.516,NA,42.7,NA,4.5,NA,12.5,NA,27.4,"F",0.108,"4-F3",10,0.7907,NA,NA,NA,NA,4.8,NA,NA,1.366,"2-H7","N","Y",NA,"Y","Y",NA,0.6,0.4,0.4,0.4,0.5,0.4,0.5,0.4,"loose eggs maybe partial spawn",1,"10/15/21",194.1,"10/20/21",40.1,"0.7934","0.2066",NA,"10/20/21",4,0.409,923.3249,19.814,4.093464194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",435.626000823733,NA,111.794870008223,274,1516,-0.772865313194572
"186","LL-17-2021","LL-17-2021","LL-17-21","LL-L-17","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.686,NA,41.6,NA,4.7,NA,12.8,NA,30.2,"F",0.228,"4-E8",10,0.7326,NA,NA,NA,NA,5.1,NA,NA,1.414,"2-H4","N","Y",NA,"Y","Y",NA,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,"maybe prespawn, but most eggs loose",0,"10/15/21",188.2,"10/20/21",36.7,"0.805","0.195",NA,"10/20/21",2,0.4124,955.8343,22.4969,4.387015037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",445.029580130865,NA,122.298089362875,302,1686,0.0870745071114549
"187","LL-18-2021","LL-18-2021","LL-18-21","LL-L-18","2021-09-23",NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.95,NA,45,NA,5,NA,13.8,NA,31.5,"F",0.302,"4-F1",10,1.036,NA,NA,NA,NA,5.2,NA,NA,1.616,"2-H5","N","Y",NA,"Y","Y",NA,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,"prespawn but loose eggs, eggs wth worms",0,"10/15/21",177.8,"10/20/21",37.3,"0.7902","0.2098",NA,"10/20/21",4,0.3826,923.3249,21.0635,4.41883324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2021,"Chitina",459.632785643117,NA,127.17458406325,315,1950,0.666724096225544
"195","GH-6-2021","GH-6-2021","GH-6-21","GH-6","2021-08-31",NA,"Gulkana Hatchery","9/4/21",63.06732669,-145.5138318,2.152,49.2,NA,4.4,NA,11.8,NA,8,29.8,"F",0.376,"4-A8",10,1.158,NA,NA,NA,NA,5.1,NA,NA,1.744,"2-E8","Y","Y","5","Y","Y",0.188,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"10/15/21",73.9,"10/19/21",19.1,"0.7415","0.2585",NA,"10/19/21",4,0.3155,923.3249,22.7438,5.878302842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",492,44,118,298,2152,0.739197047781493
"196","GH-7-2021","GH-7-2021","GH-7-21","GH-7","2021-08-31",NA,"Gulkana Hatchery","9/5/21",63.06732669,-145.5138318,2.052,47,NA,5.7,NA,11.9,NA,6.7,29.8,"F",0.392,"4-C8",6,0.6606,NA,NA,NA,NA,4.65,NA,NA,1.628,"2-F12","Y","Y","5","Y","Y",0.178,0.9,0.8,0.7,0.6,0.7,1,1.2,1.1,"",0,"10/15/21",85.8,"10/19/21",22.3,"0.7401","0.2599",NA,"10/19/21",2,0.4254,955.8343,23.8192,6.190771096,4,0.3796,923.3249,22.8309,5.933905245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",470,57,119,298,2052,0.378831287950004
"197","GH-8-2021","GH-8-2021","GH-8-21","GH-8","2021-08-31",NA,"Gulkana Hatchery","9/4/21",63.06732669,-145.5138318,1.984,47.9,NA,4.6,NA,11.7,NA,6,28.8,"F",0.312,"4-A2",10,0.8205,NA,NA,NA,NA,4.4,NA,NA,1.63,"2-E2","Y","Y","5","Y","Y",0.118,0.6,0.7,0.5,0.6,0.6,0.7,0.6,0.6,"",0,"10/15/21",83.9,"10/19/21",22.8,"0.7282","0.2718",NA,"10/21/21",4,0.359,923.3249,22.3351,6.069610012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",479,46,117,288,1984,0.33728289853162
"198","GH-9-2021","GH-9-2021","GH-9-21","GH-9","2021-08-31",NA,"Gulkana Hatchery","9/5/21",63.06732669,-145.5138318,1.668,45.6,NA,5.4,NA,10.8,NA,6.2,27,"F",0.306,"4-C6",10,1.1347,NA,NA,NA,NA,5.1,NA,NA,1.324,"2-F10","Y","Y","5","Y","Y",0.142,0.7,0.5,0.6,0.5,0.7,0.6,1,0.5,"",0,"10/15/21",96.3,"10/19/21",22.3,"0.7684","0.2316",NA,"10/21/21",2,0.3188,955.8343,23.8833,5.530608411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",456,54,108,270,1668,-0.575663962191058
"199","GH-10-2021","GH-10-2021","GH-10-21","GH-10","2021-08-31",NA,"Gulkana Hatchery","9/4/21",63.06732669,-145.5138318,1.536,44.4,NA,4.2,NA,10.1,NA,6.7,26.4,"F",0.312,"4-A6",10,0.8578,NA,NA,NA,NA,4.75,NA,NA,1.188,"2-E6","Y","Y","5","Y","Y",0.16,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",0,"10/15/21",65.8,"10/19/21",16.4,"0.7508","0.2492",NA,"10/21/21",4,0.3103,923.3249,21.0763,5.253059574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2021,"GulkanaHatchery",444,42,101,264,1536,-1.0655320642286
"202","FC-3-2021","FC-3-2021","FC-3-21","FC-3","2021-07-14",NA,"Fish Creek Gulkana","7/24/21",63.1000428,-145.481274,2.1,47,NA,5.2,NA,12.5,NA,6.5,31.3,"F",0.282,"2-F1",6,0.3134,NA,NA,NA,NA,5.5,NA,NA,1.74,"1-H5","N","Y","5","Y","Y",0.146,1.5,1.4,1.3,1.1,1.4,1.1,1.3,1.5,"",0,"10/15/21",138.3,"10/20/21",39,"0.718","0.282",NA,"10/21/21",4,0.2973,923.3249,23.8397,6.722691974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",470,52,125,313,2100,0.760934577376407
"205","FC-6-2021","FC-6-2021","FC-6-21","FC-6","2021-07-14",NA,"Fish Creek Gulkana","7/24/21",63.1000428,-145.481274,1.714,43.3,NA,4,NA,10.5,NA,6.5,27.5,"F",0.228,"3-A1",10,0.6402,NA,NA,NA,NA,5.45,NA,NA,1.43,"2-A1","N","Y","5","Y","Y",0.102,1.3,1.1,1.3,0.9,1.1,1,1.2,1,"",0,"10/15/21",78,"10/19/21",21.3,"0.7269","0.2731",NA,"10/21/21",2,0.3549,955.8343,24.748,6.758107692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",433,40,105,275,1714,-0.990074594577115
"207","FC-8-2021","FC-8-2021","FC-8-21","FC-8","2021-07-14",NA,"Fish Creek Gulkana","7/24/21",63.1000428,-145.481274,1.608,44.3,NA,5,NA,10.6,NA,6.2,26.6,"F",0.226,"2-E3",5,0.2661,NA,NA,NA,NA,5.25,NA,NA,1.332,"1-G11","N","Y","5","Y","Y",0.098,0.7,0.7,0.8,1.3,0.7,0.7,0.7,0.8,"",0,"10/15/21",97.1,"10/19/21",27.9,"0.7127","0.2873",NA,"10/21/21",2,0.3574,955.8343,23.6535,6.79642276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2021,"Gulkana",443,50,106,266,1608,-0.91755199541989
